sample	samples	NTN1	NTN3	NTN4	NTN5	NTNG1	NTNG2	DSCAM	DCC	UNC5A	UNC5B	UNC5C	UNC5D	cancer type abbreviation	sample_type
TCGA-K4-A4AC-01	TCGA-K4-A4AC-01	3.88	0	6.9	1.07	1.68	3.71	1.4	0	2.1	9.17	2.43	0	BLCA	Primary Tumor
TCGA-RT-A6YC-01	TCGA-RT-A6YC-01	3.87	3.25	8.51	1.43	9.92	6.34	0.89	1.83	11.53	13.57	9.39	0.89	PCPG	Primary Tumor
TCGA-DA-A1I5-06	TCGA-DA-A1I5-06	3.87	2.4	7.29	2.29	5.25	4.27	0.83	0.83	3.07	9.36	2.17	0.83	SKCM	Metastatic
TCGA-2X-A9D5-01	TCGA-2X-A9D5-01	3.87	2.36	6.67	1.96	7.17	4.19	1.4	4.26	2.84	7.44	2.67	3.33	TGCT	Primary Tumor
TCGA-D9-A4Z2-01	TCGA-D9-A4Z2-01	3.87	2.11	7.24	3.37	0	2.11	0	1.58	1.41	8.31	2.41	6.21	SKCM	Primary Tumor
TCGA-2G-AAHC-01	TCGA-2G-AAHC-01	3.87	1.86	6.04	1.86	7.65	4.73	1.21	0.53	3	6.74	3.99	3.22	TGCT	Primary Tumor
TCGA-CW-6087-01	TCGA-CW-6087-01	3.87	1.38	10.1	1.38	4.77	5.65	0	7.44	3.3	8.77	6.15	0.62	KIRC	Primary Tumor
TCGA-A3-A6NJ-01	TCGA-A3-A6NJ-01	3.87	0	12.2	2.89	0	5.32	1.38	0.85	2.07	11.08	1.93	0.85	KIRC	Primary Tumor
TCGA-A3-3382-01	TCGA-A3-3382-01	3.87	0	9.89	1.92	0	6.66	0	0.85	6.84	10.65	5.65	0	KIRC	Primary Tumor
TCGA-DC-6154-01	TCGA-DC-6154-01	3.87	0	9.08	1.83	0	3.11	0	0.51	3.11	10.03	2.61	0	READ	Primary Tumor
TCGA-DJ-A2Q2-01	TCGA-DJ-A2Q2-01	3.87	0	8.32	2.97	0	3.69	1.13	0	4.26	8.89	7.57	1.62	THCA	Primary Tumor
TCGA-GD-A6C6-01	TCGA-GD-A6C6-01	3.87	0	7.66	4.72	0.75	4.56	0	0	2.53	8.56	4	0.75	BLCA	Primary Tumor
TCGA-G4-6317-01	TCGA-G4-6317-01	3.87	0	7.05	0	0	2.42	0	0	0.63	6.96	0	0	COAD	Primary Tumor
TCGA-KK-A7AW-01	TCGA-KK-A7AW-01	3.87	0	6.97	5.59	6.44	6.37	0	0	7.36	6.91	0.93	5.92	PRAD	Primary Tumor
TCGA-YU-A90S-01	TCGA-YU-A90S-01	3.87	0	6.21	3.8	7.02	6.49	1.24	1.9	4.28	8.83	2.53	2.14	TGCT	Primary Tumor
TCGA-V4-A9E5-01	TCGA-V4-A9E5-01	3.86	3.02	5.37	0.84	4.96	0.84	2.71	0	1.76	8.2	0	0.84	UVM	Primary Tumor
TCGA-QT-A69Q-01	TCGA-QT-A69Q-01	3.86	1.98	6.53	3.8	10.15	6.11	1.12	0	12.17	13.38	9.63	7.18	PCPG	Primary Tumor
TCGA-YD-A9TA-06	TCGA-YD-A9TA-06	3.86	1.75	8.03	2.89	5.3	4.07	0.42	1.43	2.89	10.58	7.6	9.15	SKCM	Metastatic
TCGA-BJ-A0ZF-01	TCGA-BJ-A0ZF-01	3.86	1.3	9	2.43	0	3.86	1.3	0.37	1.98	10	5.32	3.01	THCA	Primary Tumor
TCGA-W3-AA1Q-06	TCGA-W3-AA1Q-06	3.86	1.06	4.84	1.39	1.06	3.27	0	6.42	0.62	7.17	1.89	1.66	SKCM	Metastatic
TCGA-BJ-A0ZC-01	TCGA-BJ-A0ZC-01	3.86	0.52	9.44	1.46	0.52	4.4	1.67	0.52	1.67	8.98	7.48	0.52	THCA	Primary Tumor
TCGA-HE-A5NH-01	TCGA-HE-A5NH-01	3.86	0	10.72	0.84	6.61	2.71	0	0.84	8.14	6.48	1.37	7.43	KIRP	Primary Tumor
TCGA-UZ-A9PK-01	TCGA-UZ-A9PK-01	3.86	0	10.71	3.86	3.55	4.59	0	0	2.31	6.78	0.48	7.45	KIRP	Primary Tumor
TCGA-QR-A70Q-01	TCGA-QR-A70Q-01	3.86	0	9.81	4.46	6.74	10.5	0	4.53	11.47	9.83	5.62	3.27	PCPG	Primary Tumor
TCGA-KK-A8IK-01	TCGA-KK-A8IK-01	3.85	1.42	7.02	3.04	1.92	10.87	0	0.64	11.44	7.02	2.59	0	PRAD	Primary Tumor
TCGA-EL-A3MW-01	TCGA-EL-A3MW-01	3.85	0.42	6.34	3.23	1.01	2.89	0.42	0	1.59	9.43	7.93	2.01	THCA	Primary Tumor
TCGA-ET-A39N-01	TCGA-ET-A39N-01	3.85	0	8.99	3.05	0.45	4.71	0	0	2.85	10.98	3.28	1.97	THCA	Primary Tumor
TCGA-EM-A3FM-01	TCGA-EM-A3FM-01	3.85	0	8.19	1.67	1.49	3.1	1.06	0	2.51	10.59	8.05	2.32	THCA	Primary Tumor
TCGA-EE-A3JD-06	TCGA-EE-A3JD-06	3.85	0	6.22	2.64	9.25	4.76	1.32	5.23	2.64	7.65	1.99	0.8	SKCM	Metastatic
TCGA-V4-A9F7-01	TCGA-V4-A9F7-01	3.84	1.25	8.8	4.59	8.71	3.48	0	0	1.91	8.3	0.55	0	UVM	Primary Tumor
TCGA-D3-A51F-06	TCGA-D3-A51F-06	3.84	0.87	8.03	3.88	2.48	7.23	0	0.5	2.48	10.23	1.17	0.5	SKCM	Metastatic
TCGA-DE-A0Y3-01	TCGA-DE-A0Y3-01	3.84	0	8.82	1.34	0.82	2.15	0	1.1	0.47	10.48	7.43	1.72	THCA	Primary Tumor
TCGA-C8-A27A-01	TCGA-C8-A27A-01	3.83	2.61	8.16	2.02	1.6	3.27	3.07	0.82	7.08	10.05	7.21	9.5	BRCA	Primary Tumor
TCGA-G8-6914-01	TCGA-G8-6914-01	3.83	1.77	5.41	3.49	4.65	6.26	0	1.49	4.42	9.04	2.2	0	DLBC	Primary Tumor
TCGA-CL-5918-01	TCGA-CL-5918-01	3.83	0.63	6.94	2.1	2.82	3.29	0	0	1.68	7.74	1.07	0	READ	Primary Tumor
TCGA-EE-A2MJ-06	TCGA-EE-A2MJ-06	3.83	0	6.32	3.91	3.14	5.27	0	6.91	3.69	8.27	2.47	3.27	SKCM	Metastatic
TCGA-VD-AA8Q-01	TCGA-VD-AA8Q-01	3.83	0	6.01	4.53	7.96	6.13	2.78	0	4.93	8.92	0	0	UVM	Primary Tumor
TCGA-FY-A3WA-01	TCGA-FY-A3WA-01	3.82	4.65	10.45	5.09	0.69	3.34	0.38	0	0	9.11	9.77	5.95	THCA	Primary Tumor
TCGA-WE-A8ZX-06	TCGA-WE-A8ZX-06	3.82	2.52	4.65	2.52	2.05	4.15	0.61	0	3.23	7.7	2.05	0	SKCM	Metastatic
TCGA-SP-A6QI-01	TCGA-SP-A6QI-01	3.82	1.82	6.99	3.47	10.65	7.6	1.01	0.59	12.36	12.89	8.26	6.32	PCPG	Primary Tumor
TCGA-64-1676-01	TCGA-64-1676-01	3.82	1.25	11.6	3.22	1.92	3.6	0.76	0	2.37	8.39	5.29	0	LUAD	Primary Tumor
TCGA-B8-A54I-01	TCGA-B8-A54I-01	3.82	0.7	10.66	3.82	1.8	4.34	0.7	7.35	4.55	11.33	2.72	0	KIRC	Primary Tumor
TCGA-G7-6790-01	TCGA-G7-6790-01	3.82	0	10.49	2.26	0.37	1.3	0	0.37	3.96	6.53	0.37	8.63	KIRP	Primary Tumor
TCGA-EM-A3O3-01	TCGA-EM-A3O3-01	3.82	0	6.95	2.86	2.04	4.92	0.7	1.52	0.7	11.14	4.59	4.16	THCA	Primary Tumor
TCGA-A2-A1FW-01	TCGA-A2-A1FW-01	3.81	2.19	9.44	3.75	3.43	2.28	0.92	1.13	4.16	9.83	9.68	0	BRCA	Primary Tumor
TCGA-2G-AAF4-01	TCGA-2G-AAF4-01	3.81	2.01	6.82	1.59	5.8	3.76	1.59	2.18	2.18	6.7	2.91	3.26	TGCT	Primary Tumor
TCGA-DK-AA6L-01	TCGA-DK-AA6L-01	3.81	1.62	10.52	6.48	1.03	4.19	0.61	0	2.63	9.09	0	0	BLCA	Primary Tumor
TCGA-MH-A55Z-01	TCGA-MH-A55Z-01	3.81	0	10.79	4.36	1.89	4.11	2.09	0	5.23	7.31	0	6.49	KIRP	Primary Tumor
TCGA-MH-A856-01	TCGA-MH-A856-01	3.81	0	9.71	3.64	5.41	5.27	0	1.34	6.14	8.09	0.82	5.12	KIRP	Primary Tumor
TCGA-BQ-7058-01	TCGA-BQ-7058-01	3.81	0	9.35	4.54	5.05	2.57	3.08	0	3.87	7.02	0	2.42	KIRP	Primary Tumor
TCGA-EL-A3N2-01	TCGA-EL-A3N2-01	3.81	0	7.96	2.39	0.73	3.03	0	0	0.41	9.86	8.45	0.99	THCA	Primary Tumor
TCGA-AA-A01Q-01	TCGA-AA-A01Q-01	3.8	1.71	9.46	4.47	-0.32	4.14			-0.12	9.28	2.39	-0.5	COAD	Primary Tumor
TCGA-EM-A2OZ-01	TCGA-EM-A2OZ-01	3.8	1.03	7.41	2.63	1.17	3.46	0.27	0	1.52	11.36	8.26	2.97	THCA	Primary Tumor
TCGA-D3-A3ML-06	TCGA-D3-A3ML-06	3.8	0.93	4.7	3.41	0	4.2	0	1.63	1.14	7.48	0.93	0.68	SKCM	Metastatic
TCGA-B1-7332-01	TCGA-B1-7332-01	3.8	0	10.09	2.36	3.35	5.15	0.55	0	5.59	6.76	0.94	7.8	KIRP	Primary Tumor
TCGA-AC-A3YJ-01	TCGA-AC-A3YJ-01	3.8	0	9.9	2.95	1.55	3.41	0	0.57	8.35	10.21	0.57	0	BRCA	Primary Tumor
TCGA-B0-5099-01	TCGA-B0-5099-01	3.79	4.24	11.48	4.3	0.47	4.63	1.56	1.74	4.63	11.5	5.06	6.41	KIRC	Primary Tumor
TCGA-AL-3471-01	TCGA-AL-3471-01	3.79	3.21	10.05	5.61	0	4.69	1.91	0	4.83	5.9	0	8.88	KIRP	Primary Tumor
TCGA-EB-A51B-01	TCGA-EB-A51B-01	3.79	1.11	2.29	4.18	3	4.08	0	0	0.47	6.21	4.6	0	SKCM	Primary Tumor
TCGA-GV-A3QF-01	TCGA-GV-A3QF-01	3.79	0	8.15	3.03	0.56	1.95	0	0	1.54	9.78	0.56	1.76	BLCA	Primary Tumor
TCGA-FS-A4FD-06	TCGA-FS-A4FD-06	3.78	4.25	6.82	1.4	1.4	2.35	1.16	1.4	3.38	10.23	5.71	7.57	SKCM	Metastatic
TCGA-V4-A9EW-01	TCGA-V4-A9EW-01	3.78	2.79	8.17	2.79	5.46	2.79	0	0	2.58	8.58	0.93	2.35	UVM	Primary Tumor
TCGA-DE-A4M9-01	TCGA-DE-A4M9-01	3.78	0.82	8.16	4.39	0	3.06	0.47	0	3.06	10.26	7.62	2.76	THCA	Primary Tumor
TCGA-H2-A3RI-01	TCGA-H2-A3RI-01	3.78	0.61	6.66	3.36	0.61	2.32	0.85	0	2.24	9.65	8.15	0.85	THCA	Primary Tumor
TCGA-BP-4768-01	TCGA-BP-4768-01	3.78	0.41	11.24	3.97	0.72	4.47	0.41	0	2.09	10.97	5.25	0.98	KIRC	Primary Tumor
TCGA-BP-4759-01	TCGA-BP-4759-01	3.78	0	12.18	3.36	0.91	3.48	2.84	0	6.08	12.5	4.99	0.53	KIRC	Primary Tumor
TCGA-DK-A1AA-01	TCGA-DK-A1AA-01	3.78	0	11.23	0.4	3.11	2.36	0.4	0.4	0	10.58	1.18	0	BLCA	Primary Tumor
TCGA-WB-A80Q-01	TCGA-WB-A80Q-01	3.77	1.56	8.06	4.66	2.29	12.63	1.97	4.28	12.98	14.05	3.77	0	PCPG	Primary Tumor
TCGA-BJ-A28S-01	TCGA-BJ-A28S-01	3.77	0.9	8.48	5.31	0.9	3.07	0	0	1.67	10.3	6.51	2.99	THCA	Primary Tumor
TCGA-B0-4824-01	TCGA-B0-4824-01	3.77	0	12.04	3.33	0	4.87	1.01	0	1.82	10.33	3.18	1.82	KIRC	Primary Tumor
TCGA-UY-A78O-01	TCGA-UY-A78O-01	3.77	0	11.02	2.33	1.72	4.14	0.65	1.1	1.1	10.36	0.65	1.1	BLCA	Primary Tumor
TCGA-BP-4777-01	TCGA-BP-4777-01	3.77	0	10.95	2.3	1.13	4.77	0.48	2.79	1.91	10.64	2.79	1.75	KIRC	Primary Tumor
TCGA-4Z-AA81-01	TCGA-4Z-AA81-01	3.77	0	10.08	1.07	0	2.28	0	0.63	0.63	10.48	0	0	BLCA	Primary Tumor
TCGA-ZM-AA0F-01	TCGA-ZM-AA0F-01	3.77	0	7.29	2.29	7.65	5.63	1.56	0.98	3.29	7.05	1.56	1.97	TGCT	Primary Tumor
TCGA-2G-AAHN-01	TCGA-2G-AAHN-01	3.76	2.14	6.03	2.32	7.21	5.72	1.1	2.61	2.74	8.23	2.32	1.1	TGCT	Primary Tumor
TCGA-XF-AAMQ-01	TCGA-XF-AAMQ-01	3.76	0.58	10.4	1.31	0.32	4.32	0	1.45	0	10.73	3.57	0	BLCA	Primary Tumor
TCGA-DW-7963-01	TCGA-DW-7963-01	3.76	0	10.81	2.05	4.31	2.86	0	0	4.42	6.73	2.05	5.09	KIRP	Primary Tumor
TCGA-FK-A3SH-01	TCGA-FK-A3SH-01	3.76	0	7.2	4.58	1.68	10.16	0.7	0	0.96	10.62	6.18	1.81	THCA	Primary Tumor
TCGA-EM-A2CS-06	TCGA-EM-A2CS-06	3.76	0	6.98	3.13	1.31	4.58	0.45	0	1.84	9.95	6.55	3.35	THCA	Metastatic
TCGA-D3-A2J8-06	TCGA-D3-A2J8-06	3.75	2.07	8.71	1.96	9.27	5.19	4.99	0	6.37	9.62	1.29	0	SKCM	Metastatic
TCGA-QR-A6H4-01	TCGA-QR-A6H4-01	3.75	1.73	6.94	1.73	5.1	8.99	0	1.35	10.85	12.83	7.83	0	PCPG	Primary Tumor
TCGA-ZF-A9RM-01	TCGA-ZF-A9RM-01	3.75	0.83	8.24	4.01	0.47	1.11	0	0.47	0.47	10.36	0	0.47	BLCA	Primary Tumor
TCGA-FA-A4BB-01	TCGA-FA-A4BB-01	3.75	0.79	5.14	1.67	4.15	6.32	0	0.79	3.29	7.63	0	0	DLBC	Primary Tumor
TCGA-Y8-A897-01	TCGA-Y8-A897-01	3.75	0	10.77	4.18	2.49	4.87	0.94	0	2.6	7.21	0.55	9.01	KIRP	Primary Tumor
TCGA-EM-A3FO-01	TCGA-EM-A3FO-01	3.75	0	7.43	5.21	0	5.99	0	0	0.74	10.21	7.6	7.76	THCA	Primary Tumor
TCGA-WC-A88A-01	TCGA-WC-A88A-01	3.75	0	6.79	2.04	5	4.47	0	0	3.28	8.25	0	1.52	UVM	Primary Tumor
TCGA-DJ-A2QA-01	TCGA-DJ-A2QA-01	3.75	0	5.85	2.53	0	4.73	0.67	0	1.99	9.86	5.91	0	THCA	Primary Tumor
TCGA-VS-A9V0-01	TCGA-VS-A9V0-01	3.74	2.94	8.14	1.54	0.97	0.97	0	0	0	8.8	1.54	0	CESC	Primary Tumor
TCGA-FY-A3RA-01	TCGA-FY-A3RA-01	3.74	0.77	8	2.39	1.27	5.17	0.44	0	0.44	12.24	8.62	1.8	THCA	Primary Tumor
TCGA-DJ-A2PR-01	TCGA-DJ-A2PR-01	3.74	0.39	8.61	2.91	3.23	3.96	0.7	0.95	0.95	9.82	8.32	4.91	THCA	Primary Tumor
TCGA-FU-A3HZ-01	TCGA-FU-A3HZ-01	3.74	0	7.12	2.46	2.13	7.23	3.91	1.09	3.23	12.12	5.04	1.7	CESC	Primary Tumor
TCGA-LI-A9QH-01	TCGA-LI-A9QH-01	3.73	2.99	10.8	2.07	1.38	2.66	0	0	4.92	9.67	7.78	5.07	SARC	Primary Tumor
TCGA-YL-A8SP-01	TCGA-YL-A8SP-01	3.73	1.82	7.23	5.96	7.4	8	0.51	0	7.75	8.96	6.58	7.43	PRAD	Primary Tumor
TCGA-GR-A4D6-01	TCGA-GR-A4D6-01	3.73	0.69	2.4	3.26	4.36	5.94	0	0	4.36	7.08	1.5	0	DLBC	Primary Tumor
TCGA-EE-A3J5-06	TCGA-EE-A3J5-06	3.73	0.42	6.85	1.24	4.06	3.73	0.42	1.43	2.97	9.25	2.25	0	SKCM	Metastatic
TCGA-B9-5156-01	TCGA-B9-5156-01	3.73	0	12.15	1.22	3.45	2.66	0	0	3.05	7.77	1.73	7.46	KIRP	Primary Tumor
TCGA-DW-7836-01	TCGA-DW-7836-01	3.73	0	10.66	2.31	5.7	3.73	0	0	6.35	6.95	1.37	5.73	KIRP	Primary Tumor
TCGA-DY-A1DG-01	TCGA-DY-A1DG-01	3.73	0	9.37	4.7	0	3.5	0.58	0	1.57	7.85	0	1.31	READ	Primary Tumor
TCGA-ET-A3DT-01	TCGA-ET-A3DT-01	3.73	0	8.14	2.67	4.61	4.93	0	4.03	1.55	11.21	8.69	2.49	THCA	Primary Tumor
TCGA-BF-AAP2-01	TCGA-BF-AAP2-01	3.73	0	7.3	4.36	5.05	3.37	0.78	0	1.29	6.8	1.06	0.78	SKCM	Primary Tumor
TCGA-ET-A2MY-01	TCGA-ET-A2MY-01	3.73	0	6.61	2.12	0.46	2.54	0.46	0	0.46	9.8	7.47	0.8	THCA	Primary Tumor
TCGA-ER-A19B-06	TCGA-ER-A19B-06	3.72	3.17	6.21	3.11	1.62	2.55	0.43	1.03	2.04	8.49	3.99	4.02	SKCM	Metastatic
TCGA-WE-A8JZ-06	TCGA-WE-A8JZ-06	3.72	2.49	6.61	4.09	5.33	1.42	0.51	1.18	2.49	8.18	0.88	1.18	SKCM	Metastatic
TCGA-FE-A238-01	TCGA-FE-A238-01	3.72	0.93	6.52	3.58	1.33	4.17	0	0.38	0.68	11.08	6.97	2.31	THCA	Primary Tumor
TCGA-XE-AAO6-01	TCGA-XE-AAO6-01	3.72	0.64	7.39	2.11	5.83	5.19	0	1.08	3.78	8.61	1.69	2.29	TGCT	Primary Tumor
TCGA-D3-A51R-06	TCGA-D3-A51R-06	3.7	2.65	6.15	1.54	7.5	1.29	3.85	0	2.95	10.3	7.19	6.65	SKCM	Metastatic
TCGA-QR-A6GS-01	TCGA-QR-A6GS-01	3.7	2.03	6.69	4.53	8.61	7.78	0	7.4	12.82	13.72	9.29	6.8	PCPG	Primary Tumor
TCGA-QC-A6FX-01	TCGA-QC-A6FX-01	3.7	1.81	12.27	3.25	1	4.96	1.81	1.59	3.25	11.53	3.76	1.32	SARC	Primary Tumor
TCGA-DA-A1HV-06	TCGA-DA-A1HV-06	3.7	1.25	7.53	3.65	1.73	4.02	0	0.55	2.37	8.01	3.75	1.51	SKCM	Metastatic
TCGA-FA-A86F-01	TCGA-FA-A86F-01	3.7	1.22	7.27	2.74	2	7.61	0	0	4	6.85	2.32	0	DLBC	Primary Tumor
TCGA-5P-A9K3-01	TCGA-5P-A9K3-01	3.7	0.65	8.91	3.56	0	1.71	0.65	0	4.04	8.17	0.65	0.65	KIRP	Primary Tumor
TCGA-EL-A3H3-01	TCGA-EL-A3H3-01	3.7	0.48	9.17	1.92	1.58	4.47	0	0	0	10.75	7.47	10.09	THCA	Primary Tumor
TCGA-EL-A3ZM-01	TCGA-EL-A3ZM-01	3.7	0	7.73	2.52	1.67	3.89	0	0	2.32	10.16	6.08	0	THCA	Primary Tumor
TCGA-CM-4744-01	TCGA-CM-4744-01	3.7	0	6.89	0.47	0	4.4	0	1.11	0.83	6.86	1.35	0	COAD	Primary Tumor
TCGA-AA-3947-01	TCGA-AA-3947-01	3.7	-0.65	7.21	0.91	1.22	1.77			-0.12	7.03	-0.01	-0.5	COAD	Primary Tumor
TCGA-IS-A3KA-01	TCGA-IS-A3KA-01	3.69	3.47	5.63	3.93	3.22	6.11	3.31	0	5.75	9.42	2.19	3.22	SARC	Primary Tumor
TCGA-ET-A3DS-01	TCGA-ET-A3DS-01	3.69	3.01	7.67	2.54	0.46	2.35	0	0	3.2	8.49	8.56	3.08	THCA	Primary Tumor
TCGA-EE-A17Z-06	TCGA-EE-A17Z-06	3.69	2.72	5.79	2.12	6.39	1.32	0	0.8	0.8	9.54	5.08	0.46	SKCM	Metastatic
TCGA-AA-A02K-01	TCGA-AA-A02K-01	3.69	0.84	6.59	2.32	0	3.82	0.48	1.37	1.58	7.49	0.84	0.84	COAD	Primary Tumor
TCGA-DV-A4VX-01	TCGA-DV-A4VX-01	3.69	0	10.42	4.56	1.53	6.14	0.7	1.53	3.09	7.68	1.17	2.59	KIRC	Primary Tumor
TCGA-E8-A417-01	TCGA-E8-A417-01	3.69	0	8.65	3.47	0.38	2.79	0	0.38	0.38	9.18	7.73	1.13	THCA	Primary Tumor
TCGA-OR-A5JS-01	TCGA-OR-A5JS-01	3.68	3.91	10.51	1.31	0	6.47	4.54	0	6.05	6.95	6.22	0	ACC	Primary Tumor
TCGA-S6-A8JY-01	TCGA-S6-A8JY-01	3.68	2.66	6.64	1.13	6.39	2.59	0.67	0.92	2.19	7.25	3.07	2.79	TGCT	Primary Tumor
TCGA-V4-A9EC-01	TCGA-V4-A9EC-01	3.68	1.9	7.79	3.05	6.35	2.47	0.93	0	2.21	7.82	0	0	UVM	Primary Tumor
TCGA-2G-AAHP-05	TCGA-2G-AAHP-05	3.68	1.42	7.54	1.09	7.32	4.68	0	3.54	2.73	6.28	2.6	3.8	TGCT	Additional - New Primary
TCGA-J8-A3O2-06	TCGA-J8-A3O2-06	3.68	1.31	8.38	5.71	0	3.68	1.68	0.45	3.94	10.33	7.59	0.8	THCA	Metastatic
TCGA-ER-A42L-06	TCGA-ER-A42L-06	3.68	0.73	8.17	1.85	1.85	4.97	2.09	0.73	2.92	8.36	6.77	0.41	SKCM	Metastatic
TCGA-EM-A2CJ-01	TCGA-EM-A2CJ-01	3.68	0	7.33	3.88	0	3.19	0.8	0	0.45	9.06	6.69	1.08	THCA	Primary Tumor
TCGA-B8-5158-01	TCGA-B8-5158-01	3.67	0.71	10.68	1.69	0.4	4.85	0.4	0.71	7.85	10.92	4.72	4.18	KIRC	Primary Tumor
TCGA-E5-A4TZ-01	TCGA-E5-A4TZ-01	3.67	0.71	8.69	3.05	1.18	1.69	0.71	0	0.71	9.77	2.67	0	BLCA	Primary Tumor
TCGA-B9-4114-01	TCGA-B9-4114-01	3.67	0	11.29	3.76	1.85	3.94	0	0	1.2	9.15	2.01	7.35	KIRP	Primary Tumor
TCGA-AL-3468-01	TCGA-AL-3468-01	3.67	0	10.73	4.33	0	1.16	0	0	2.41	7.06	1.51	8.2	KIRP	Primary Tumor
TCGA-2Z-A9J5-01	TCGA-2Z-A9J5-01	3.67	0	10.56	4.83	1.36	4.25	0	0	3.67	6.66	1.36	5.56	KIRP	Primary Tumor
TCGA-IA-A40X-01	TCGA-IA-A40X-01	3.67	0	8.81	0.56	0.56	3.24	0.56	0.96	1.53	8.58	0.96	7.48	KIRP	Primary Tumor
TCGA-D3-A2JE-06	TCGA-D3-A2JE-06	3.66	2.9	3.15	0.75	0.75	0.75	0	0	0.75	8.09	1.02	0	SKCM	Metastatic
TCGA-D3-A3MO-06	TCGA-D3-A3MO-06	3.66	1.77	5.2	3.26	4.13	2.35	0	0.43	0.43	9.54	6.08	7.34	SKCM	Metastatic
TCGA-YL-A8HM-01	TCGA-YL-A8HM-01	3.66	1.41	8.35	2.47	8.82	8.1	1.17	0	10.47	7.87	3.08	7.62	PRAD	Primary Tumor
TCGA-QR-A70P-01	TCGA-QR-A70P-01	3.66	0.66	8.95	3.45	2.5	11.47	0	4.6	11.66	10.22	6.93	6.87	PCPG	Primary Tumor
TCGA-B9-4113-01	TCGA-B9-4113-01	3.66	0.46	11.24	6.14	5.5	2.88	2.13	0	6.38	7.04	1.09	7.51	KIRP	Primary Tumor
TCGA-5N-A9KM-01	TCGA-5N-A9KM-01	3.66	0	12.3	2.96	2.55	3.87	0	0	0	7.89	1.56	0	BLCA	Primary Tumor
TCGA-FY-A3R8-01	TCGA-FY-A3R8-01	3.66	0	6.89	2.67	0	3.52	0	0	0.68	10.53	7.74	1.63	THCA	Primary Tumor
TCGA-ET-A39T-01	TCGA-ET-A39T-01	3.66	0	6.49	1.89	3	2.59	0	0	0.47	9.82	8.34	3.42	THCA	Primary Tumor
TCGA-AG-A008-01	TCGA-AG-A008-01	3.66	-0.65	8.03	3.23	-0.32	3.74			1.65	8.46	2.48	2.52	READ	Primary Tumor
TCGA-EE-A2M7-06	TCGA-EE-A2M7-06	3.65	3.88	9.79	3.81	3.16	3.04	0.78	5.17	2.09	8.65	7.59	1.06	SKCM	Metastatic
TCGA-ER-A19E-06	TCGA-ER-A19E-06	3.65	2.07	7.06	1.37	0	2.53	0	1.92	2.53	9.63	5.17	0	SKCM	Metastatic
TCGA-WB-A81V-01	TCGA-WB-A81V-01	3.65	2.05	7.36	3.76	7.88	7.76	0.61	1.03	10.63	12.29	7.46	6.61	PCPG	Primary Tumor
TCGA-PA-A5YG-01	TCGA-PA-A5YG-01	3.65	0.55	11.07	2.23	1.92	3.48	2.23	0.94	1.51	9.11	3.42	0.55	ACC	Primary Tumor
TCGA-E7-A4IJ-01	TCGA-E7-A4IJ-01	3.65	0	10.69	3.02	0	4.25	0.63	0	1.9	8.76	1.67	0	BLCA	Primary Tumor
TCGA-OR-A5LA-01	TCGA-OR-A5LA-01	3.65	0	8.93	2.85	4.16	3.43	3.84	0	4.42	8.32	3.65	0	ACC	Primary Tumor
TCGA-DE-A4MC-01	TCGA-DE-A4MC-01	3.65	0	7.9	1.75	0	4.91	0.42	0.75	1.75	9.8	8.01	3.19	THCA	Primary Tumor
TCGA-BJ-A0Z5-01	TCGA-BJ-A0Z5-01	3.65	0	7.24	2.14	3.38	3.79	0	0.51	0.89	9.71	6.15	0.51	THCA	Primary Tumor
TCGA-AG-A01W-01	TCGA-AG-A01W-01	3.65	-0.65	7.81	1.36	0.49	3.81			2.19	8.16	0.82	-0.5	READ	Primary Tumor
TCGA-EM-A2CK-01	TCGA-EM-A2CK-01	3.64	2.18	7.11	2.65	0.91	3.29	0	0.91	2.65	9.65	7.06	4.29	THCA	Primary Tumor
TCGA-ET-A3DV-01	TCGA-ET-A3DV-01	3.64	2.03	6.27	2.9	0.64	2.3	1.57	0.36	1.93	8.26	6.73	6.3	THCA	Primary Tumor
TCGA-DA-A1I0-06	TCGA-DA-A1I0-06	3.64	1.54	3.4	0	0.82	4.85	0	0	5.37	9.14	0	0	SKCM	Metastatic
TCGA-G2-A3IE-01	TCGA-G2-A3IE-01	3.64	0	10.81	5.01	3.42	2.84	0	0	0	11.57	0.53	0	BLCA	Primary Tumor
TCGA-AA-3542-01	TCGA-AA-3542-01	3.64	-0.65	7.75	1.61	-0.32	4.82			1.46	7.95	1.54	-0.5	COAD	Primary Tumor
TCGA-BC-4072-01	TCGA-BC-4072-01	3.63	0.77	8.18	2.39	0	4.98	0.44	0.77	2.81	9.2	3.3	1.05	LIHC	Primary Tumor
TCGA-EE-A29E-06	TCGA-EE-A29E-06	3.63	0.65	1.95	2.55	0.36	6.75	0	0	0.36	6.44	1.71	0	SKCM	Metastatic
TCGA-FE-A230-01	TCGA-FE-A230-01	3.63	0.63	9.01	1.89	1.66	3.1	0	3.19	0	10.57	9.89	1.66	THCA	Primary Tumor
TCGA-H4-A2HQ-01	TCGA-H4-A2HQ-01	3.63	0.54	10.16	3.27	2.79	3.2	0	0	0	8.77	0.94	0	BLCA	Primary Tumor
TCGA-EL-A4K6-01	TCGA-EL-A4K6-01	3.63	0	7.25	8.06	3.11	1.87	0	0	0.47	8.06	7.39	6.32	THCA	Primary Tumor
